component_id,lot_id,part_number,parameter,time_h,value,unit,test_condition_id,temperature_c,voltage_v,test_mode,tester_id,chamber_id,socket_id,is_anomaly,defect_type,qa_approved
LOT_006_C0053,LOT_006,PN_LOGIC_B,iddq,24.0,33.1353208,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,propagation_delay,24.0,7.85022766,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.92292028,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.76394213,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,leakage_current,96.0,15.60029391,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,iddq,96.0,33.46777289,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,propagation_delay,96.0,7.8770773,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.88833743,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.76393361,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,leakage_current,168.0,16.22662991,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,iddq,168.0,34.34520473,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,propagation_delay,168.0,7.93253946,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.87140216,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0053,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.77429732,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S13,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,leakage_current,0.0,15.75951299,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,iddq,0.0,33.36036077,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,propagation_delay,0.0,7.84286839,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.89618013,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.7485363,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,leakage_current,24.0,15.69335216,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,iddq,24.0,34.20157054,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,propagation_delay,24.0,7.82384983,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.90075124,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.74616761,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,leakage_current,96.0,15.8398992,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,iddq,96.0,34.18836212,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,propagation_delay,96.0,7.9316258,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.89042565,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.75544711,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,leakage_current,168.0,16.33086426,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,iddq,168.0,34.58325784,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,propagation_delay,168.0,8.050956,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.86071903,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0054,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.74934629,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S14,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,leakage_current,0.0,13.26275607,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,iddq,0.0,29.14484066,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,propagation_delay,0.0,6.80899557,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.85906907,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.70767508,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,leakage_current,24.0,13.28649937,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,iddq,24.0,29.84314248,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,propagation_delay,24.0,6.90437376,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.84795377,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.69441117,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,leakage_current,96.0,13.80715434,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,iddq,96.0,30.66472591,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,propagation_delay,96.0,6.85971727,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.82074592,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.70548305,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,leakage_current,168.0,14.1477513,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,iddq,168.0,30.07012761,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,propagation_delay,168.0,6.87990912,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.82281767,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0055,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.71362961,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S15,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,leakage_current,0.0,13.12796257,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,iddq,0.0,28.85579056,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,propagation_delay,0.0,6.58599811,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.84621718,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.70605978,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,leakage_current,24.0,13.36698616,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,iddq,24.0,28.6648365,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,propagation_delay,24.0,6.5852958,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.85496484,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.70713813,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,leakage_current,96.0,13.46781678,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,iddq,96.0,29.08116565,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,propagation_delay,96.0,6.71308607,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.83964776,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.698259,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,leakage_current,168.0,13.49327224,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,iddq,168.0,28.79119552,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,propagation_delay,168.0,6.77931214,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.81171189,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0056,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.70681416,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S16,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,leakage_current,0.0,12.73563538,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,iddq,0.0,27.24136778,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,propagation_delay,0.0,6.33879327,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.87229222,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.71787278,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,leakage_current,24.0,12.83575903,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,iddq,24.0,27.43126823,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,propagation_delay,24.0,6.30666714,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.88146811,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.73279233,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,leakage_current,96.0,13.01005381,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,iddq,96.0,27.85775655,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,propagation_delay,96.0,6.48909433,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.86005065,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.72890675,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,leakage_current,168.0,13.0339917,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,iddq,168.0,27.9498507,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,propagation_delay,168.0,6.46808045,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.84343688,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0057,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.73011051,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S17,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,leakage_current,0.0,15.81657983,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,iddq,0.0,33.14385409,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,propagation_delay,0.0,7.75957934,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.89531363,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.7340293,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,leakage_current,24.0,15.37018172,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,iddq,24.0,32.7137021,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,propagation_delay,24.0,7.7072297,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.90055593,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.73578293,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,leakage_current,96.0,15.92314274,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,iddq,96.0,34.00281189,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,propagation_delay,96.0,7.89620173,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.87109585,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.72509324,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,leakage_current,168.0,16.07504086,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,iddq,168.0,33.84446066,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,propagation_delay,168.0,8.05034592,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.85652163,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0058,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.7521453,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T1,CH2,S18,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,leakage_current,0.0,14.38486633,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,iddq,0.0,30.4295423,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,propagation_delay,0.0,7.11616761,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.87750004,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.71524926,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,leakage_current,24.0,14.62311559,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,iddq,24.0,30.45184045,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,propagation_delay,24.0,7.21051059,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.85906866,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,threshold_voltage,24.0,0.71838723,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,leakage_current,96.0,15.3212196,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,iddq,96.0,31.03789301,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,propagation_delay,96.0,7.27407496,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,output_high_voltage,96.0,4.84467403,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,threshold_voltage,96.0,0.73455282,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,leakage_current,168.0,15.44454136,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,iddq,168.0,30.87214064,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,propagation_delay,168.0,7.30533684,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,output_high_voltage,168.0,4.83825904,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0059,LOT_006,PN_LOGIC_B,threshold_voltage,168.0,0.73850258,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T2,CH2,S19,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,leakage_current,0.0,12.00000622,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,iddq,0.0,25.71150105,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,propagation_delay,0.0,5.9871339,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,output_high_voltage,0.0,4.84753495,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,threshold_voltage,0.0,0.70189488,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,leakage_current,24.0,11.92925334,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,iddq,24.0,25.81946917,uA,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,propagation_delay,24.0,6.01558889,ns,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
LOT_006_C0060,LOT_006,PN_LOGIC_B,output_high_voltage,24.0,4.8560223,V,PN_LOGIC_B_125C_NOMINAL,125.0,5.0,static_bias,T3,CH2,S20,False,normal,True
